"subject_nr","language","duration","age","gender","Exemplar","CategoryCorrect","CategoryLeft","CategoryRight","Color","correctResponse","correct","count","Condition","File","mt_id","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","total_dist","vel_max","vel_max_time","vel_min","vel_min_time","acc_max","acc_max_time","acc_min","acc_min_time"
18,"de",2015.72,40,"female","blau","blau","gelb","blau","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0001",0,-336,0,-397,-93.279854912253,265,0.301228790640601,15,-93.279854912253,265,-51.0231327688535,-22097,3,1,0,0,578,0,47,567.137788317875,5.42135694370986,125,0,0,0.13072284832656,125,-0.162250156202039,140
18,"de",1737,40,"female","grün","lila","lila","grün","#8632eb","lila",TRUE,1,"incongruent","preprocessed_train_data.csv","id0002",364,0,0,-363,46.2546606246407,63,46.2546606246407,63,0,0,14.362910535875,15635.5,0,0,0,0,297,0,0,525.77735776313,9.03154963939682,63,0,0,0.176809655305315,32,-0.356694070582668,78
18,"de",1209.66,40,"female","gelb","gelb","rot","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0003",0,-405,0,-323,-4.42253269876583,93,0,0,-4.42253269876583,93,-2.45458374102766,-1644.5,0,0,0,0,172,0,0,518.741296227872,8.75557857882619,15,0,0,0.255628162429113,15,-0.246417046986348,31
18,"de",1241.44,40,"female","lila","lila","lila","grün","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0004",449,0,0,-412,-16.1458575728655,32,11.4126520933252,63,-16.1458575728655,32,-3.54356006967684,-2903.5,1,0,0,0,188,0,0,620.591300959823,8.73860865641665,47,0,0,0.275831273165097,16,-0.296590652823489,63
18,"de",1211.26000000001,40,"female","gelb","blau","blau","gelb","#0F89CA","blau",TRUE,1,"incongruent","preprocessed_train_data.csv","id0005",249,0,0,-274,37.624333981148,47,37.624333981148,47,0,0,17.2339076589408,8615,0,0,0,0,141,0,0,380.076445625832,7.78319503802905,0,0,0,0.0617026747815649,47,-0.192171622444697,62
18,"de",1143.67999999999,40,"female","grün","grün","grün","rot","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0006",288,0,0,-270,10.98865413736,63,10.98865413736,63,-1.36788225776266,16,2.87255274130159,1586.5,0,0,0,0,188,0,0,396.71130600139,6.93862603474204,16,0,0,0.256542501409586,16,-0.180726527909668,78
18,"de",1272.45999999999,40,"female","lila","rot","lila","rot","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0007",0,-316,0,-307,-9.68510384271601,47,0,0,-9.68510384271601,47,-3.49922703480678,-2538.5,0,0,0,0,172,0,0,441.253606561048,6.3061009720193,0,0,0,0.0199025625705049,78,-0.189588874912478,94
18,"de",1189.88,40,"female","grün","grün","lila","grün","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0008",0,-338,0,-291,-5.20840235302602,63,0,0,-5.20840235302602,63,-2.22438914095441,-1618.5,0,0,0,0,172,0,0,446.889265298099,5.80981120605481,31,0,0,0.0281722341665529,31,-0.101952545295284,63
18,"de",1062.57999999999,40,"female","grün","grün","grün","lila","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0009",353,0,0,-309,-4.90474534256052,15,1.52194184032519,78,-4.90474534256052,15,-1.25239497250084,-871,0,0,0,0,171,0,0,469.621654487736,8.16632652352873,31,0,0,0.161971921455268,31,-0.267220978593917,46
18,"de",1060.85999999999,40,"female","lila","gelb","lila","gelb","#F9DF30","gelb",TRUE,1,"incongruent","preprocessed_train_data.csv","id0010",0,-334,0,-321,-5.81764138067772,31,1.91259007913931,78,-5.81764138067772,31,-1.07915988381836,-692,0,0,0,0,203,0,0,464.381878125895,6.22325388272798,47,0,0,0.128784214461956,47,-0.199785100529527,62
18,"de",1081.23999999999,40,"female","rot","rot","rot","blau","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0011",300,0,0,-296,12.414427388596,47,12.414427388596,47,-0.0379646097510737,125,4.64402088779817,2479,0,0,0,0,141,0,0,422.905014313456,6.69800576664428,31,0,0,0.0952152364114464,16,-0.203107950663178,47
18,"de",1320.44,40,"female","lila","lila","lila","blau","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0012",388,0,0,-332,-5.3186647638798,188,2.3029270111644,94,-5.3186647638798,188,-2.21013508031166,-991,0,0,0,0,219,0,0,513.819008291998,6.9279779338434,16,0,0,0.231381622418901,16,-0.194685641086989,63
18,"de",1160.92000000001,40,"female","gelb","gelb","gelb","blau","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0013",329,0,0,-341,11.5292683946755,78,11.5292683946755,78,-7.48357783773009,31,3.1935466118959,873.5,0,0,0,0,156,0,0,476.728627939631,6.8364268861913,31,0,0,0.0730794025832996,15,-0.159211728886229,62
18,"de",1145,40,"female","grün","grün","rot","grün","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0014",0,-380,0,-359,-4.77271861965312,47,1.18026749031103,94,-4.77271861965312,47,-0.98212155697003,-1061,0,0,0,0,188,0,0,523.574870661336,9.62081077664456,32,0,0,0.293697437249503,32,-0.343682040478033,47
18,"de",1208.07999999999,40,"female","blau","blau","lila","blau","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0015",0,-348,0,-408,10.472655574025,110,10.472655574025,110,-0.402794445154814,47,3.91357072020784,2566,0,0,0,0,157,0,0,538.967470396965,8.18845414287703,47,0,0,0.196364627462348,47,-0.207155438489244,63
18,"de",1157.07999999999,40,"female","grün","grün","blau","grün","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0016",0,-331,0,-283,15.9522106302407,62,15.9522106302407,62,-0.760066463021407,172,4.71299657666413,3785.5,0,0,0,0,187,0,0,437.709258467403,5.3079024223322,15,0,0,0.15860787138669,15,-0.0858710498748529,125
18,"de",1093.47999999998,40,"female","rot","rot","blau","rot","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0017",0,-323,0,-292,-4.57716058409815,31,0.610900509468192,15,-4.57716058409815,31,-1.65586190724274,-633,0,0,0,0,187,0,0,436.195064069128,5.86635001512866,15,0,0,0.274767758090334,15,-0.134970642771552,93
18,"de",1033.46000000002,40,"female","rot","rot","rot","grün","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0018",292,0,0,-314,13.9089391420097,63,13.9089391420097,63,-1.15674611241396,125,3.85177798238485,2349,0,0,0,0,141,0,0,431.202934589454,6.9453784094173,16,0,0,0.315282194918694,16,-0.308119830831803,63
18,"de",1078.15999999997,40,"female","blau","blau","blau","lila","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0019",270,0,0,-307,-9.87186633126525,16,8.21595614636273,63,-9.87186633126525,16,0.935712910983,-980,0,0,0,0,141,0,0,411.349783520533,9.23592021523693,16,0,0,0.275551996035908,16,-0.303228014349129,31
18,"de",1222.85999999999,40,"female","blau","blau","blau","gelb","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0020",296,0,0,-306,33.3774131264789,63,33.3774131264789,63,0,0,11.8763459711543,7357,0,0,0,0,188,0,0,434.619560636841,6.77611339922581,16,0,0,0.142881695956897,16,-0.113726209459334,47
18,"de",1110.71999999997,40,"female","grün","grün","gelb","grün","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0021",0,-356,0,-327,6.20204332519297,15,6.20204332519297,15,-2.17630072651869,94,0.982269157847131,1176,0,0,0,0,187,0,31,483.904617598013,6.19727762812027,15,0,0,0.133010783931228,15,-0.25543486371753,78
18,"de",1294.57999999999,40,"female","rot","rot","rot","gelb","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0022",303,0,0,-315,-9.77408044976418,16,0.679518233515916,94,-9.77408044976418,16,-2.0928932798272,-1744.5,0,0,0,0,204,0,0,438.338007955831,5.66392090340252,32,0,0,0.094119316173909,32,-0.125764699532434,63
18,"de",1119.02000000002,40,"female","lila","lila","lila","rot","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0023",325,0,0,-306,14.5456874054356,63,14.5456874054356,63,-2.18420533194202,141,3.18804370039664,2239.5,0,0,0,0,156,0,0,449.721304829992,6.20294788789975,31,0,0,0.0476967880849373,31,-0.222259493434663,78
18,"de",1937,40,"female","blau","blau","blau","rot","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0024",347,0,0,-347,-48.0832611206852,156,0,0,-48.0832611206852,156,-23.483388364669,-11144,0,0,0,0,953,0,0,510.552824346527,4.77260702109212,47,0,0,0.0564476610100327,47,-0.114481488829951,94
18,"de",1073.64000000001,40,"female","grün","rot","grün","rot","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0025",0,-387,0,-341,3.40054054537681,78,3.40054054537681,78,-3.32299116007748,31,0.201628401778321,-432,0,0,0,0,218,0,0,516.746592744598,9.026436866228,31,0,0,0.206970648183121,31,-0.260556950273469,47
18,"de",2065.34000000003,40,"female","lila","lila","grün","lila","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0026",0,-358,0,-380,-77.0346693360471,78,0,0,-77.0346693360471,78,-40.3919489776563,-23291,2,0,0,0,1015,0,62,559.932458624485,5.92795285068969,62,0,0,0.0339172226854614,62,-0.31340107631929,78
18,"de",1201.26000000001,40,"female","gelb","gelb","grün","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0027",0,-325,0,-310,-4.88713867480951,94,2.91669779681113,16,-4.88713867480951,94,-0.983365033276025,110.5,0,0,0,0,188,0,0,450.961225217647,8.44397899393408,16,0,0,0.279095086139012,16,-0.316449130563236,32
18,"de",1255.09999999998,40,"female","blau","rot","blau","rot","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0028",0,-296,0,-307,-21.2472944927537,140,0,0,-21.2472944927537,140,-9.7715752917621,-5884.5,1,1,0,0,281,0,0,432.449943260978,4.72252286624662,47,0,0,0.187398974264369,47,-0.170437162323413,62
18,"de",1277.44,40,"female","rot","grün","rot","grün","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0029",0,-407,0,-384,-19.8944987211949,47,0.0412079854635891,141,-19.8944987211949,47,-7.87197937962124,-7308.5,1,1,0,0,187,0,0,563.131617589865,9.19347594764896,47,0,0,0.231375330532923,47,-0.294645788944459,62
18,"de",1136.47999999998,40,"female","blau","blau","rot","blau","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0030",0,-429,0,-368,-9.93255013837937,78,0,0,-9.93255013837937,78,-3.92065035743653,-2929.5,0,0,0,0,187,0,0,566.618624885829,9.3392838174146,0,0,0,0.181423585949639,46,-0.432044396224239,15
18,"de",1424.20000000001,40,"female","gelb","grün","gelb","grün","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0031",0,-311,0,-360,4.43526964938711,47,4.43526964938711,47,-0.653729317990265,141,0.82259187494162,731.5,0,0,0,0,156,0,0,476.330711934543,5.29318219767446,16,0,0,0.0537278271832753,16,-0.105572358282786,110
18,"de",1082.53999999998,40,"female","grün","grün","grün","gelb","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0032",270,0,0,-272,-17.8172485021308,47,0,0,-17.8172485021308,47,-6.59419970407725,-4315.5,1,0,0,0,188,0,0,387.760256239635,5.80308377072053,47,0,0,0.147643747413877,16,-0.146115918863328,63
18,"de",1199.98000000001,40,"female","lila","lila","rot","lila","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0033",0,-308,0,-311,6.47926100210009,62,6.47926100210009,62,0,0,2.3062480499846,1744,0,0,0,0,187,0,0,438.142435522911,7.86705948877978,31,0,0,0.184469865692806,31,-0.176315560212632,47
18,"de",1764.23999999999,40,"female","gelb","gelb","gelb","rot","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0034",280,0,0,-335,-11.6122942198852,828,8.45155141447269,62,-11.6122942198852,828,-1.67262335656796,637,0,0,0,0,906,0,0,441.87213543758,5.68076677140605,16,0,0,0.28041912174982,16,-0.224601352153015,62
18,"de",1150.70000000001,40,"female","lila","lila","blau","lila","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0035",0,-276,0,-306,-10.9055828029984,125,8.31386886583725,62,-10.9055828029984,125,-2.02386650149103,653,0,0,0,0,203,0,0,415.72937827634,6.86163473597947,62,0,0,0.138814939208918,62,-0.350326598038433,78
18,"de",1318.70000000001,40,"female","blau","blau","grün","blau","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0036",0,-334,0,-317,-16.0440079541551,110,2.14122791591729,16,-16.0440079541551,110,-7.88491978621319,-2400.5,0,0,0,0,266,0,0,465.82025851512,5.52216232964997,32,0,0,0.0242990643784191,32,-0.124720188145449,78
18,"de",1127.03999999998,40,"female","grün","grün","grün","blau","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0037",312,0,0,-290,6.09081390768933,78,6.09081390768933,78,-4.78328783329736,141,-0.190092969448478,186.5,1,0,0,0,172,0,0,428.38150502515,7.95691523141977,31,0,0,0.269683969415873,16,-0.264085502477794,47
18,"de",992.020000000019,40,"female","rot","gelb","gelb","rot","#F9DF30","gelb",TRUE,1,"incongruent","preprocessed_train_data.csv","id0038",355,0,0,-309,-20.8203971948551,47,0,0,-20.8203971948551,47,-7.59268731443249,-5861,0,0,0,0,187,0,0,473.99855700705,8.26750037798608,31,0,0,0.26281252362413,31,-0.201343115788026,47
18,"de",1170.62,40,"female","gelb","gelb","lila","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0039",0,-311,0,-267,-8.21683406923265,109,2.32501272802218,15,-8.21683406923265,109,-3.52126796514028,-501,0,0,0,0,203,0,0,412.129100038988,5.14371245092275,0,0,0,0.0211756565136247,94,-0.0882982492485061,109
18,"de",1093.28000000003,40,"female","lila","lila","gelb","lila","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0040",0,-343,0,-368,3.81263908897944,94,3.81263908897944,94,-2.02161311443801,47,1.89787130876075,984,0,0,0,0,203,0,0,504.489751340704,7.5384431416573,47,0,0,0.189198283343916,47,-0.220563113791,63
18,"de",998.559999999998,40,"female","gelb","gelb","gelb","grün","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0041",313,0,0,-311,-16.7438399564047,31,1.82441677922386,78,-16.7438399564047,31,-3.41539886495694,-3157,0,0,0,0,172,0,0,444.631663088831,8.93116033894812,31,0,0,0.44764305479297,31,-0.210661551822812,47
18,"de",1066.52000000002,40,"female","grün","blau","blau","grün","#0F89CA","blau",TRUE,1,"incongruent","preprocessed_train_data.csv","id0042",305,0,0,-260,14.8210807904709,63,14.8210807904709,63,0,0,6.04930757291573,3486.5,0,0,0,0,157,0,0,402.228102255168,5.39187032716849,0,0,0,0,0,-0.0735611006176483,32
18,"de",1142.20000000001,40,"female","lila","lila","lila","gelb","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0043",336,0,0,-354,-21.3877460176312,141,4.71024926746675,47,-21.3877460176312,141,-8.49240105084884,-455,1,0,0,0,234,0,0,498.639569198447,11.12874156807,16,0,0,0.435377194795832,16,-0.396183187389516,31
18,"de",1512.06,40,"female","gelb","rot","gelb","rot","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0044",111,-436,0,-371,292.583768006171,234,292.583768006171,234,0,0,101.680781352363,78906,1,3,1,0,484,31,31,880.954707872319,6.66399946645323,125,0,0,0.26241338131492,125,-0.247196071257124,140
18,"de",1137.53999999998,40,"female","rot","rot","gelb","rot","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0045",0,-426,0,-370,9.04168683306839,32,9.04168683306839,32,-4.038466137073,79,0.590312527075451,1347,1,1,0,0,219,0,0,566.399238840402,8.12608753627737,32,0,0,0.0852646573324212,32,-0.167224904679539,79
18,"de",1131.53999999998,40,"female","rot","rot","grün","rot","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0046",0,-402,0,-357,3.68278571302882,47,3.68278571302882,47,-2.59468993417939,94,0.353212629749581,730,0,0,0,0,156,0,0,538.256337289401,5.71490649529806,47,0,0,0.01859839324184,47,-0.232974434827724,94
18,"de",1073.91999999998,40,"female","rot","lila","lila","rot","#8632eb","lila",TRUE,1,"incongruent","preprocessed_train_data.csv","id0047",389,0,0,-324,-21.4692971705984,31,0.383203942505843,203,-21.4692971705984,31,-7.50514493899048,-6846,0,0,0,0,219,0,0,509.74250333958,8.87568463712956,16,0,0,0.435733835041474,16,-0.258457109966057,31
18,"de",1081.26000000001,40,"female","rot","rot","rot","lila","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0048",325,0,0,-341,12.2508592921674,94,12.2508592921674,94,-7.72922867488847,31,2.33048277141527,574,0,0,0,0,172,0,0,473.571667491403,9.89988951958556,15,0,0,0.587098325897452,15,-0.261501361670205,47
18,"de",1131.23999999999,40,"female","gelb","gelb","blau","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0049",0,-332,0,-338,35.5312187433885,63,35.5312187433885,63,-2.79032144343349,219,10.1178174200295,10191.5,0,0,0,0,250,0,0,482.677707034345,4.75201353670854,63,0,0,0.216981308843594,16,-0.10286334908827,77
18,"de",1109.29999999999,40,"female","lila","grün","grün","lila","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0050",375,0,0,-340,-18.827044526958,46,1.93604445292955,93,-18.827044526958,46,-3.68793890505208,-4597,0,0,0,0,218,0,0,510.06385488981,8.45507429003436,46,0,0,0.148029050129665,15,-0.266024698891703,62
18,"de",1063,40,"female","rot","rot","lila","rot","#EE224A","rot",TRUE,1,"congruent","preprocessed_train_data.csv","id0051",0,-343,0,-368,14.0311618466175,62,14.0311618466175,62,0,0,4.33144972530592,3544,1,1,0,0,234,0,62,508.364782535552,7.70805179666042,15,0,0,0.334488465816379,15,-0.171259678581921,31
18,"de",983.979999999981,40,"female","gelb","gelb","gelb","lila","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0052",335,0,0,-339,-16.420534775012,32,0.753254789704749,172,-16.420534775012,32,-4.32803276662105,-4260,0,0,0,0,235,0,0,479.488626924146,4.6875,0,0,0,0.0137217239165618,63,-0.153032453386736,94
18,"de",1465.06,40,"female","blau","lila","lila","blau","#8632eb","lila",TRUE,1,"incongruent","preprocessed_train_data.csv","id0053",333,0,0,-331,-24.4755073339226,46,0,0,-24.4755073339226,46,-11.4117152032643,-7852,1,1,0,0,437,0,0,493.127841262525,6.46746666013826,46,0,0,0.116831915829895,46,-0.207154193514432,62
18,"de",1313.44,40,"female","blau","gelb","gelb","blau","#F9DF30","gelb",TRUE,1,"incongruent","preprocessed_train_data.csv","id0054",265,0,0,-337,37.4003971933327,172,37.4003971933327,172,-0.786075455541545,31,12.6342256204218,10047.5,0,0,0,0,297,0,0,439.611442903881,6.58246829759847,141,0,0,0.260671601556352,141,-0.277995727626408,156
18,"de",1337.84,40,"female","rot","blau","rot","blau","#0F89CA","blau",TRUE,1,"incongruent","preprocessed_train_data.csv","id0055",0,-341,0,-298,-11.8424306031794,109,2.12867855705109,62,-11.8424306031794,109,-3.29588188410633,-2319,0,0,0,0,203,0,0,454.229991134435,8.08765455802855,62,0,0,0.200484485123918,62,-0.313405742718485,78
18,"de",1277.89999999999,40,"female","blau","blau","blau","grün","#0F89CA","blau",TRUE,1,"congruent","preprocessed_train_data.csv","id0056",358,0,0,-294,-12.714145057222,31,0.272445965511906,62,-12.714145057222,31,-5.0108689343169,-2148,1,0,0,0,297,0,16,469.556616396306,6.81364669248414,62,0,0,0.228354207193797,15,-0.257270182245726,78
18,"de",1236.89999999999,40,"female","blau","grün","blau","grün","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0057",0,-370,34,-348,-63.0309498357705,125,0,0,-63.0309498357705,125,-26.2823758580307,-19206.5,0,1,0,1,328,0,0,565.637015459599,4.05624518489699,171,0,0,0.0876698854699165,140,-0.0988298785634244,265
16,"de",644.655000011924,24,"female","gelb","grün","grün","gelb","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0058",387,-18,0,-479,84.1685212687889,381.100000023798,84.1685212687889,381.100000023798,-21.7164560770102,214.100000023798,23.3998868187866,19173.5,3,0,1,0,618.300000011899,0,0,839.279355434851,5.08293170383267,166.100000023798,0,0,0.0772367283428018,298,-0.126297815431536,199
12,"de",1003.56500000597,25,"female","gelb","rot","rot","gelb","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0059",507,0,0,-436,-42.4935946664071,766.100000008999,0,0,-42.4935946664071,766.100000008999,-19.2132424861553,-18163.5,0,0,0,0,894.100000008999,0,0,678.245882565082,4.95306692588727,699.100000008999,0,0,0.0912437216193709,682.100000008999,-0.0584690294507778,749.100000008999
10,"de",1021,20,"female","gelb","lila","gelb","lila","#8632eb","lila",TRUE,1,"incongruent","preprocessed_train_data.csv","id0060",52,-459,0,-408,301.074259986961,357,301.074259986961,357,0,0,158.740689339774,86413,5,1,2,0,584,0,62,918.428856425563,9.29559913428425,406,0,0,0.34375,430,-0.484375,438
1,"de",1097.56,28,"female","gelb","gelb","gelb","rot","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0061",703,0,0,-590,-32.0942220002219,468,20.4273787768575,358,-32.0942220002219,468,-3.75860960081053,-9340,3,0,0,0,733,0,0,945.494343037497,9.39019601765586,452,0,0,0.202117602271183,358,-0.368521237675778,468
14,"de",1128.06,46,"female","lila","lila","lila","grün","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0062",510,-1,7,-450,-54.5176228959562,485,2.91113520318212,251,-54.5176228959562,485,-16.0255787529719,-22517,1,1,1,1,720,0,0,709.360823757682,3.53829496367954,454,0,0,0.0536221012422836,454,-0.0857370180668382,485
5,"de",1158.98299999999,27,"female","gelb","gelb","rot","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0063",0,-464,0,-422,-30.3707282208169,103.899999999907,0.0409507688646735,372.399999999907,-30.3707282208169,103.899999999907,-13.6065754681114,-11577.5,1,1,0,0,384.099999999904,0,0,651.671915057336,7.03093550815686,20.3999999999069,0,0,0.853497101353042,3.89999999990687,-0.0745104851808359,72.5
19,"de",1331.23999999999,21,"female","gelb","gelb","gelb","lila","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0064",576,-14,1,-534,-47.4072073613023,625,28.2182120516678,516,-47.4072073613023,625,-2.19358855436841,-7763,2,1,2,1,907,0,0,834.492369630059,9.50532014774416,563,0,0,0.304650734970843,563,-0.226866830186823,578
15,"de",1731.35999999999,32,"female","gelb","grün","grün","gelb","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0065",548,-3,2,-571,151.573196313777,312,151.573196313777,312,-6.82697260443933,672,23.98554091581,45910,2,1,2,1,969,0,0,899.560027112743,3.28362942827327,360,0,0,0.0664140969282042,250,-0.0956177096255542,391
17,"de",2040,26,"female","grün","gelb","gelb","grün","#F9DF30","gelb",TRUE,1,"incongruent","preprocessed_train_data.csv","id0066",389,-448,0,-416,599.115679648556,841,599.115679648556,841,-2.1377427257769,1261,224.81204615465,-4020,3,5,2,0,1389,0,200,2310.3261330609,14.1255530865166,1133,0,0,0.889439455013959,1133,-0.828301423422586,80
16,"de",670.512999999999,24,"female","blau","gelb","blau","gelb","#F9DF30","gelb",TRUE,1,"incongruent","preprocessed_train_data.csv","id0067",361,-545,0,-470,537.162819071811,242.899999976202,537.162819071811,242.899999976202,-1.51458293959408,468.199999988101,250.12268209127,168145.5,1,2,1,0,520.399999976202,0,0,1458.04357679504,9.01920288946011,367.899999976202,0,0,0.117612703726574,350.899999976202,-0.147161246482729,401.899999976202
12,"de",683.748000005959,25,"female","grün","grün","grün","rot","#22AF48","grün",TRUE,1,"congruent","preprocessed_train_data.csv","id0068",451,0,0,-432,-7.22955443152477,123.799999996991,4.12476904000173,72.8999999910011,-7.22955443152477,123.799999996991,-2.10519074114582,-877,0,0,0,0,250.699999987992,0,0,626.594822492869,8.21403620962466,56.7999999969907,0,0,0.270449197468249,5.19999998799176,-0.157025853401235,89.7999999969907
10,"de",688,20,"female","gelb","gelb","grün","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0069",65,-354,0,-405,167.844581663223,90,167.844581663223,90,0,0,54.7482568378131,60320,2,1,1,0,292,0,16,688.742310735104,8.49724219967867,106,0,0,0.399944415042095,130,-0.584279843112906,122
19,"de",918.940000000002,21,"female","rot","grün","grün","rot","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0070",582,-61,0,-660,263.965225884168,281,263.965225884168,281,-32.6334195510972,109,75.1231078875814,111577,2,0,2,0,515,0,0,1181.54683127428,8.56614885756721,359,0,0,0.281706616404752,328,-0.170209090381179,203
17,"de",960,26,"female","lila","lila","lila","grün","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0071",454,0,0,-443,49.8930823085429,112,49.8930823085429,112,-4.54940438422669,409,16.158182315306,19941.5,1,1,0,0,473,0,8,682.87566269914,10.1957405322027,64,0,0,0.596083399459943,64,-0.520201004508126,88
1,"de",1785.25999999999,28,"female","blau","rot","rot","blau","#EE224A","rot",TRUE,1,"incongruent","preprocessed_train_data.csv","id0072",724,-679,0,-551,852.712948394552,1001,852.712948394552,1001,-35.8311035064688,1328,308.901029937235,307834,4,4,1,0,1438,0,0,2603.44261725057,14.8121571690284,1204,0,0,0.333638884977644,906,-0.717127842914035,970
5,"de",1835.895,27,"female","lila","blau","lila","blau","#0F89CA","blau",TRUE,1,"incongruent","preprocessed_train_data.csv","id0073",0,-360,0,-382,50.6683319191364,208.5,50.6683319191364,208.5,-2.26708207940188,8,17.1298689801215,12751,0,0,0,0,577.399999999994,0,0,544.200264983788,2.50072324710662,172.5,0,0,0.0399331763832298,8,-0.0344263568139104,287.399999999994
15,"de",1902.95999999999,32,"female","lila","lila","rot","lila","#8632eb","lila",TRUE,1,"congruent","preprocessed_train_data.csv","id0074",8,-708,2,-523,-144.383806167009,906,75.3772673553786,781,-144.383806167009,906,-24.6124953179042,13433,4,1,1,1,1656,0,0,1071.29902729064,8.41432001114766,812,0,0,0.134036875090266,797,-0.211271399549584,859
4,"de",2468.19200000001,33,"female","rot","grün","grün","rot","#22AF48","grün",TRUE,1,"incongruent","preprocessed_train_data.csv","id0075",369,-245,0,-479,380.284080763174,554.5,380.284080763174,554.5,-0.755982460857909,1066.20000000301,148.860411075622,134117.5,2,1,1,0,1156.399999991,0,14.6999999879918,1061.05910198646,4.11963291450836,637.899999991001,0,0,0.110489335849991,606.59999999401,-0.446712014026758,268.200000003009
16,"de",618.107999988075,24,"female","gelb","gelb","lila","gelb","#F9DF30","gelb",TRUE,1,"congruent","preprocessed_train_data.csv","id0076",202,-493,0,-466,265.647437020823,179.300000011994,265.647437020823,179.300000011994,-5.38485490584409,312.400000035996,80.4495608619715,79997,1,0,1,0,417,0,0,1031.95533966502,8.2161494623306,229.400000035996,0,0,0.141658539980937,212.5,-0.174541813981709,279.600000023987
