,subject_nr,Condition,xpos_max,xpos_min,ypos_max,ypos_min,MAD,MAD_time,MD_above,MD_above_time,MD_below,MD_below_time,AD,AUC,xpos_flips,ypos_flips,xpos_reversals,ypos_reversals,RT,initiation_time,idle_time,total_dist,vel_max,vel_max_time,vel_min,vel_min_time,acc_max,acc_max_time,acc_min,acc_min_time
1159,34,0,652,0,0,-703,9.1141075592356,204.0,9.1141075592356,204.0,-8.43983895144055,234.0,-0.703261925983674,-91.0,0,1,0,0,391.0,0.0,0.0,961.429185210633,11.1425423490333,204.0,0,0,0.148808930912234,204.0,-0.318478196607199,234.0
1160,3,0,409,-4,0,-505,100.499999098765,397.199999999721,100.499999098765,397.199999999721,-0.777101508878828,8.0,38.6959479972538,46023.5,2,0,2,0,596.400000009686,0.0,0.0,698.975291442808,5.21104686716554,397.199999999721,0,0,0.0723602058098953,397.199999999721,-0.0589482767719471,452.600000009872
1161,34,0,10,-756,0,-773,146.886228829406,156.0,146.886228829406,156.0,0.0,0.0,47.9298298580915,114440.0,2,1,1,0,328.0,0.0,0.0,1170.22640511378,13.3482501193977,125.0,0,0,0.340762540300517,94.0,-0.221439755434014,141.0
1162,3,0,412,-241,0,-453,328.064390665361,235.900000009686,328.064390665361,235.900000009686,-74.7647453470935,436.0,95.0070478889062,47167.0,1,0,1,0,611.600000009872,0.0,0.0,1122.6982416469,6.44609823007587,316.800000010058,0,0,0.125051198582232,316.800000010058,-0.0940855350758353,387.900000009686
1163,34,0,0,-509,0,-641,45.1358841148667,468.0,45.1358841148667,468.0,0.0,0.0,14.1600506162735,24446.5,1,1,0,0,656.0,0.0,16.0,866.011626073887,10.2973373378753,452.0,0,0,0.20210248550426,437.0,-0.319138367558578,500.0
1164,3,1,356,-586,0,-552,494.026070843477,199.700000009965,494.026070843477,199.700000009965,-5.982262523276,375.700000009965,191.209288954136,186157.0,1,0,1,0,408.0,0.0,0.0,1479.95449997893,9.89969574401195,263.800000000279,0,0,0.15428827850105,247.800000000279,-0.14002849809516,311.5
1165,34,1,744,0,0,-808,85.4887088441183,111.0,85.4887088441183,111.0,-17.2709231176801,48.0,23.4647851763785,43216.0,1,1,0,0,641.0,0.0,78.0,1291.08550548717,18.0157266367471,95.0,0,0,0.357110347252714,64.0,-0.593219547479126,111.0
1166,3,0,507,-43,3,-454,108.397135013953,512.599999999627,108.397135013953,512.599999999627,-79.4475429785337,696.699999989942,9.1443069460195,-7046.0,2,2,2,2,856.699999989942,0.0,0.0,839.849494227622,6.09831557673866,632.5,0,0,0.103006588647332,616.799999999814,-0.0875314594689407,664.799999999814
1167,34,1,195,-605,0,-658,345.529391577304,172.0,345.529391577304,172.0,-5.66050085047497,297.0,121.197986348824,188457.0,2,1,1,0,391.0,0.0,0.0,1269.09305800842,12.3554137931516,187.0,0,0,0.279635432527353,187.0,-0.490290202328336,219.0
1168,3,1,528,0,7,-483,-73.9658702226511,424.0,10.1499727628893,288.400000009686,-73.9658702226511,424.0,-22.707078328451,-22047.5,1,2,0,1,623.800000010058,0.0,0.0,765.972399130818,6.14964779182559,344.0,0,0,0.121923985472481,303.800000010058,-0.116922718422677,391.900000009686
1169,3,0,31,-442,0,-419,36.0307035087574,392.199999989942,36.0307035087574,392.199999989942,-19.0546989709775,496.0,7.66195315553967,178.5,1,2,1,0,672.299999999814,0.0,0.0,666.897210596436,6.56791283756391,448.099999999627,0,0,0.16161069287107,408.299999999814,-0.112040385474279,480.099999999627
1170,34,1,787,0,0,-844,52.0960953384847,359.0,52.0960953384847,359.0,-0.0495349150706881,719.0,13.3193082181183,30057.0,1,1,0,0,735.0,0.0,0.0,1435.87347648531,20.0594671470162,329.0,0,0,0.460503001333929,313.0,-0.792971216225942,359.0
1171,34,0,0,-599,0,-741,63.6755554812447,140.0,63.6755554812447,140.0,0.0,0.0,37.8407145603274,45384.0,0,1,0,0,250.0,0.0,0.0,1014.25364209594,18.2734333759953,78.0,0,0,0.639335331099449,78.0,-0.418601014518557,92.0
1172,3,0,414,-2,0,-422,-34.2981834588556,496.199999989942,16.7667979110365,344.599999999627,-34.2981834588556,496.199999989942,-3.58982953530185,-7761.0,1,0,1,0,668.799999999814,0.0,0.0,609.165207479789,5.70087712549569,432.199999989942,0,0,0.106188164715379,416.0,-0.0803034171081665,496.199999989942
1173,34,0,624,0,0,-539,166.922021482775,124.0,166.922021482775,124.0,-1.10119514016115,16.0,55.6593615104369,85398.5,0,0,0,0,344.0,0.0,0.0,911.366314090868,8.47653009786434,124.0,0,0,0.132861935173571,63.0,-0.215531994242477,156.0
1174,3,1,0,-552,0,-488,-59.0232754074846,151.800000010058,6.03684417730805,328.0,-59.0232754074846,151.800000010058,-27.2957221834413,-28408.0,0,1,0,0,415.900000009686,0.0,0.0,771.189647647942,7.42109929554422,96.8000000100583,0,0,0.161909938165448,48.0,-0.137026107069111,328.0
1175,3,1,523,0,5,-501,-54.8261432300656,335.900000009686,12.1715576510336,496.400000009686,-54.8261432300656,335.900000009686,-20.3261430986971,-26985.0,1,2,0,1,583.699999999721,0.0,0.0,779.979730909796,5.33037659390592,247.900000009686,0,0,0.0970474747803375,200.199999999721,-0.0891604722864321,311.900000009686
