,subject_nr,Condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,31.0,0,-0.7937867273635123,-1.0931699141290305,-0.11453682066071688,-0.5265821504204168,0.23836211972300395,-0.18513333483834024,0.19752416329637526,-0.1392241382112781,0.5198319464705115,-0.839675769643469,0.10198794757573526,0.04749436300569176,1.214218374895555,0.7495109234328108,2.334125392890652,-0.19554850829587847,0.2163917433569371,-0.0824022351456518,-0.29756183729934915,0.3107264587343633,-0.3238843842347902,0.4464196814231094,0.0,0.0,-0.08364661638821112,0.5742942406740409,0.05204579217920051,0.2563813987342008
1,35.0,1,-0.920852611242916,-1.1237077652619576,-0.11453682066071688,-1.2744970454006215,0.15205702447594055,0.684879605972542,0.10786088327853942,0.6779443034223438,0.5198319464705115,-0.839675769643469,0.30985579255945356,0.3598687742038081,0.20955250364527647,0.7495109234328108,0.8117915573323493,-0.19554850829587847,0.8699439971823604,-0.0824022351456518,-0.29756183729934915,0.39933380858491135,-0.4777265881615311,0.9990963228699692,0.0,0.0,-0.4447534775473891,1.0430874232292167,0.19569005080423627,1.8806275736863256
2,33.0,0,-0.6621827762027013,-0.33844873612954424,-0.11453682066071688,1.113731198797532,0.8870972843899017,0.06103039124544344,0.8715020154779832,0.09198762772306049,0.5198319464705115,-0.839675769643469,0.8439062126588694,0.5866467744486535,0.20955250364527647,2.01833654398096,0.8117915573323493,-0.19554850829587847,0.23034659575178598,-0.0824022351456518,0.026588583938967836,-0.1593025056384363,-0.7464874328339758,0.35698980421264653,0.0,0.0,-0.32312388432746403,0.48261369655505,0.10645943852927413,0.21682077514023052
3,21.0,0,1.0577447234506558,0.8743402088638498,24.633597643529892,-0.35660149247037026,-0.515737501378491,1.277782523031003,-0.585917941652439,1.23483435648422,-0.2062486612121172,0.17237938213261017,-0.5590709393655315,-0.5478078119864371,1.214218374895555,0.7495109234328108,2.334125392890652,4.724142180613302,0.2908176227961312,-0.0824022351456518,-0.29756183729934915,0.23538830207916475,0.264057451152942,0.297369886072338,0.0,0.0,0.22879029124514222,-0.2630547289460765,0.06689537248292134,0.34680568123470423
4,8.0,0,0.6856232063752594,0.2723082865289995,-0.11453682066071688,0.6462843894349041,1.4266998018913482,-0.4805298061388807,1.4321008015236731,-0.4166782573324844,-1.8554019040664291,0.984942893414366,0.35319716128480977,0.57885726286752,0.20955250364527647,2.01833654398096,0.8117915573323493,-0.19554850829587847,0.4536242340693683,-0.0824022351456518,-0.29756183729934915,0.7422047644529453,0.5811169010251904,-0.018615680071297467,0.0,0.0,0.6086080840821719,0.09755541125528795,0.07701143109279913,-0.1335733195492203
5,5.0,0,0.7809226192848122,1.0270294645284856,-0.11453682066071688,-0.05913534105778889,-0.8658649055161943,-0.8110925240228188,-0.6980361749874058,-1.2490406146961033,-1.3814596697560404,-0.45528943795928506,-0.8017949325267085,-0.8382516164000712,-0.795113367605002,-0.5193146971153385,-0.7105422782259531,-0.19554850829587847,-1.072106294434111,-0.0824022351456518,-0.29756183729934915,-0.38721619124220913,0.01315864614760562,-0.5730809187761672,0.0,0.0,-0.21413273950073303,-0.7642417034632271,-0.020506630603605417,-0.6591644615833966
6,9.0,1,-1.0978372352177996,-0.07669572641873977,-0.11453682066071688,1.5131857449801414,-0.1010643969158841,-0.6000950445224328,-0.15510964957120027,-0.5289811150720203,0.5198319464705115,-0.839675769643469,0.32679275417313647,-0.30579483269219476,-0.795113367605002,0.7495109234328108,-0.7105422782259531,-0.19554850829587847,-0.13247956651428533,-0.0824022351456518,0.004978555856413371,-1.0229741592418313,-0.1168984210914954,-1.1335081492950678,0.0,0.0,-0.6428169565903754,0.8554479093056132,0.11018562139634795,-1.0208615915854102
7,35.0,1,1.1802725400486525,1.0270294645284856,-0.11453682066071688,-0.5775763478054308,-0.12696923828572654,0.8705573869271763,-0.18202246438141084,0.8523440344967688,0.44741361379851335,1.5211374969405953,-0.15408300086755983,-0.10196192828260213,-0.795113367605002,-0.5193146971153385,-0.7105422782259531,-0.19554850829587847,0.14429167265021778,-0.0824022351456518,-0.29756183729934915,0.001454657233271907,-0.7602428830034484,1.2578467667463853,0.0,0.0,-0.5842582505511871,0.6928677435272909,0.2046881475303502,1.364644010594164
8,31.0,1,-0.32182773009715565,-1.2982097717358272,-0.11453682066071688,-0.8155492689354958,1.3549137137747764,1.3903145120978755,1.3575214722064946,1.340531163768489,-0.49836246127063705,1.885088100522898,0.8778566017283977,0.6638008721707299,1.214218374895555,-0.5193146971153385,2.334125392890652,-0.19554850829587847,0.8862246583096841,-0.0824022351456518,-0.29756183729934915,1.1892883289214886,0.19871495319639207,1.4957302406925403,0.0,0.0,0.19125698335221214,1.650012625003535,0.06074703967135768,0.7537149524869697
9,8.0,1,-0.4035129411624866,-0.5173132927652606,-0.11453682066071688,0.4678046985873553,0.8200767441591904,-0.16403358688830166,0.8018736644698501,-0.11940598684547765,-1.7281193995880912,0.6784069580206498,0.8460932040242513,0.23230780312431748,1.214218374895555,-0.5193146971153385,0.8117915573323493,-0.19554850829587847,-0.27667970792772395,-0.0824022351456518,-0.29756183729934915,0.26348137631792873,1.4752968508922182,0.26159793518815283,0.0,0.0,0.44496960490387794,0.38482111616145964,-0.2815358955368273,0.13204801029600854
10,33.0,1,-0.8754719384288432,-0.6394646972969694,-0.11453682066071688,1.1222302316950343,0.20425127317436448,-0.15700033757162213,0.16208604255760978,-0.11279993639021083,0.5198319464705115,-0.839675769643469,0.38201634791728767,0.09288172097277192,0.20955250364527647,-0.5193146971153385,0.8117915573323493,-0.19554850829587847,-0.20690544595347946,-0.0824022351456518,-0.29756183729934915,-0.4075245213801768,-0.4637252098035647,0.1662060661636591,0.0,0.0,-0.2599480339027844,0.0058748671362969865,0.13105504862632028,0.04162372779550511
11,21.0,0,1.320952625772278,0.9441410114533977,2.8552393150421564,-1.2065047822206028,-0.9620992335938077,3.022028353567527,-0.48264701162987345,3.348770502169601,-2.1368816359867786,2.1964896856847687,-0.6344918260189161,-0.672784041397443,0.20955250364527647,0.7495109234328108,0.8117915573323493,4.724142180613302,1.3699928746644459,0.4292265480068622,-0.12468161263891342,0.356967307541618,0.025319641465840138,2.9206462842459153,0.0,0.0,-0.1300475577611736,2.4751375220744536,0.06865784479780143,2.8334734499985488
