,subject_nr,Condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,18,1,0.24965328718710345,1.211700035543894,-0.23979132665493283,1.3798452834657506,-0.612979111803025,-1.1115750875816106,-0.7064755081843027,-0.9910435732156908,0.5309538331860667,-0.9294739013895521,-0.5969011922587515,-0.5225665487965161,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.0263931492936964,-0.06514199645518708,-0.32635593411236274,-0.9737572716588662,0.3790770141132729,-1.041432636348864,0.0,0.0,-0.3838294300989281,-1.0515245920588308,-0.08098738831030965,-1.0826894625551056
1,18,0,-0.24745202993869372,1.211700035543894,-0.23979132665493283,2.4453598332152895,-0.647846316143048,-1.1803761865028262,-0.743375911721517,-1.0571836790662235,0.5309538331860667,-0.9294739013895521,-0.5674830761473468,-0.6074962612936764,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.526029349023767,-0.06514199645518708,-0.32635593411236274,-1.2619743007853583,-0.004954220366184462,-1.2752454078747184,0.0,0.0,-0.772204559216848,-0.9946777392743553,0.34996255974529017,-1.1416984395222078
2,18,1,-1.3237931078893328,-0.0796582425148552,-0.23979132665493283,2.050281404656472,-0.8389801983188802,-1.1803761865028262,-0.9042450380100462,-1.2514702400021631,0.28984449707325677,-0.7670193009224018,-0.7799283478175405,-0.7424244784202453,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.426742668308176,-0.06514199645518708,-0.32635593411236274,-1.1409572164274662,-0.45935255958045335,-1.2752454078747184,0.0,0.0,-0.9132396545972223,-0.8771942435197729,0.3567278062356481,-1.0236804855880035
3,18,1,-1.3237931078893328,-0.1532166254422523,-0.23979132665493283,1.8826723743587914,-0.8233553431411293,-1.2491772854240417,-0.8960674395671498,-0.9290372239808165,0.386124446344484,-0.8223229946984529,-0.755130755415515,-0.7200866514668935,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.327455987592585,-0.06514199645518708,-0.32635593411236274,-1.095206221313795,-0.4848388035841333,-1.1008136576887635,0.0,0.0,-0.5458690101801389,-0.9946777392743553,0.33001982231149984,-1.1416984395222078
4,18,0,-1.3237931078893328,-0.3698051973951438,-0.23979132665493283,1.6432309025049625,-0.7861131568211486,-1.047074057342971,-0.8897054587388866,-0.9290372239808165,0.44822842254242257,-0.8223229946984529,-0.7420069601329983,-0.7169413305852951,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.2794140453108476,-0.06514199645518708,-0.32635593411236274,-0.9916214032294909,0.37750417207825804,-1.160194679028663,0.0,0.0,-0.282065145691992,-1.0553143822444624,0.17083409545900677,-1.1970193554288662
5,18,1,-1.3237931078893328,0.002073294071141587,-0.23979132665493283,2.050281404656472,-0.8856923658493104,-0.7804697990232606,-0.9042450380100462,-1.2514702400021631,0.002005341508916319,-0.4455665808491042,-0.8441989344481663,-0.7829023386888156,-0.22945995810381098,0.12637846072327455,-0.9219955916457886,-0.442642772182567,-1.0776378877275496,-0.06514199645518708,-0.32635593411236274,-1.1583721086512366,-0.9465085761387341,-1.1008136576887635,0.0,0.0,-0.34810068368163444,-0.9946777392743553,0.4068937844279486,-1.1416984395222078
6,18,0,-1.3237931078893328,-0.4515367339811406,-0.23979132665493283,1.1284317380192301,-0.8802269636060681,-1.1803761865028262,-0.9040688463830805,-0.6686105571943441,0.035683007301014806,-0.7670193009224018,-0.8247344311022224,-0.8001290192095701,-0.22945995810381098,0.12637846072327455,-0.9219955916457886,-0.442642772182567,-1.3787007260264386,-0.06514199645518708,-0.32635593411236274,-0.8998652579813169,0.428890392447151,-1.1008136576887635,0.0,0.0,-0.1997228618829702,-0.9946777392743553,0.08154182306211709,-1.1416984395222078
7,18,1,-1.3237931078893328,-0.059225358368356004,-0.23979132665493283,1.415761504243825,-0.781932769149113,-1.1803761865028262,-0.8852813015699954,-1.0571836790662235,0.5146793311861055,-0.442110099988101,-0.7356441618537188,-0.7028660196401422,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.4779874067420296,-0.06514199645518708,-0.32635593411236274,-1.071569736604561,-0.7709566878568784,-1.2158643865348189,0.0,0.0,-0.7991119843928773,-1.1121612350289378,0.5768005919689029,-0.9646715086209013
8,18,1,0.2107493928033454,1.211700035543894,-0.23979132665493283,2.0263372574710887,-0.8839676668972427,-1.1803761865028262,-0.9042450380100462,-1.2514702400021631,0.012632891378925664,-0.7670193009224018,-0.8218726217549729,-0.7826180500706712,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.3787007260264386,-0.06514199645518708,-0.32635593411236274,-1.0761830691829548,0.14403259585166878,-1.160194679028663,0.0,0.0,-0.09365263164716521,-1.0553143822444624,0.32593875858846977,-1.1970193554288662
9,18,0,-0.005383353773088146,1.211700035543894,-0.23979132665493283,2.61296886351297,-0.7399732681647444,-1.1115750875816106,-0.8408750307533222,-0.9910435732156908,0.5309538331860667,-0.9294739013895521,-0.6820878109786226,-0.6695377156832051,-1.0852726286994732,-0.7629046412328342,-0.9219955916457886,-0.442642772182567,-1.4747846105899136,-0.06514199645518708,-0.32635593411236274,-1.2181551882603723,-0.7405972658172304,-1.2752454078747184,0.0,0.0,-0.980391622904674,-1.172797877999045,0.66065085060605,-1.2523402713355243
